	FileName	Category	Stim_Set	Object
0	0001.jpg	Texture	Texture_Boulder_Silct	1
1	0002.jpg	Boulder	Texture_Boulder_Silct	1
2	0003.jpg	Silct	Texture_Boulder_Silct	1
3	0004.jpg	Texture	Texture_Boulder_Silct	2
4	0005.jpg	Boulder	Texture_Boulder_Silct	2
5	0006.jpg	Silct	Texture_Boulder_Silct	2
6	0007.jpg	Texture	Texture_Boulder_Silct	3
7	0008.jpg	Boulder	Texture_Boulder_Silct	3
8	0009.jpg	Silct	Texture_Boulder_Silct	3
9	0010.jpg	Texture	Texture_Boulder_Silct	4
10	0011.jpg	Boulder	Texture_Boulder_Silct	4
11	0012.jpg	Silct	Texture_Boulder_Silct	4
12	0013.jpg	Texture	Texture_Boulder_Silct	5
13	0014.jpg	Boulder	Texture_Boulder_Silct	5
14	0015.jpg	Silct	Texture_Boulder_Silct	5
15	0016.jpg	Texture	Texture_Boulder_Silct	6
16	0017.jpg	Boulder	Texture_Boulder_Silct	6
17	0018.jpg	Silct	Texture_Boulder_Silct	6
18	0019.jpg	Texture	Texture_Boulder_Silct	7
19	0020.jpg	Boulder	Texture_Boulder_Silct	7
20	0021.jpg	Silct	Texture_Boulder_Silct	7
21	0022.jpg	Texture	Texture_Boulder_Silct	8
22	0023.jpg	Boulder	Texture_Boulder_Silct	8
23	0024.jpg	Silct	Texture_Boulder_Silct	8
24	0025.jpg	Texture	Texture_Boulder_Silct	9
25	0026.jpg	Boulder	Texture_Boulder_Silct	9
26	0027.jpg	Silct	Texture_Boulder_Silct	9
27	0028.jpg	Texture	Texture_Boulder_Silct	10
28	0029.jpg	Boulder	Texture_Boulder_Silct	10
29	0030.jpg	Silct	Texture_Boulder_Silct	10
30	0031.jpg	Texture	Texture_Boulder_Silct	11
31	0032.jpg	Boulder	Texture_Boulder_Silct	11
32	0033.jpg	Silct	Texture_Boulder_Silct	11
33	0034.jpg	Texture	Texture_Boulder_Silct	12
34	0035.jpg	Boulder	Texture_Boulder_Silct	12
35	0036.jpg	Silct	Texture_Boulder_Silct	12
36	0037.jpg	Texture	Texture_Boulder_Silct	13
37	0038.jpg	Boulder	Texture_Boulder_Silct	13
38	0039.jpg	Silct	Texture_Boulder_Silct	13
39	0040.jpg	Texture	Texture_Boulder_Silct	14
40	0041.jpg	Boulder	Texture_Boulder_Silct	14
41	0042.jpg	Silct	Texture_Boulder_Silct	14
42	0043.jpg	Texture	Texture_Boulder_Silct	15
43	0044.jpg	Boulder	Texture_Boulder_Silct	15
44	0045.jpg	Silct	Texture_Boulder_Silct	15
45	0046.jpg	Texture	Texture_Boulder_Silct	16
46	0047.jpg	Boulder	Texture_Boulder_Silct	16
47	0048.jpg	Silct	Texture_Boulder_Silct	16
48	0049.jpg	Texture	Texture_Boulder_Silct	17
49	0050.jpg	Boulder	Texture_Boulder_Silct	17
50	0051.jpg	Silct	Texture_Boulder_Silct	17
51	0052.jpg	Texture	Texture_Boulder_Silct	18
52	0053.jpg	Boulder	Texture_Boulder_Silct	18
53	0054.jpg	Silct	Texture_Boulder_Silct	18
54	0055.jpg	Texture	Texture_Boulder_Silct	19
55	0056.jpg	Boulder	Texture_Boulder_Silct	19
56	0057.jpg	Silct	Texture_Boulder_Silct	19
57	0058.jpg	Texture	Texture_Boulder_Silct	20
58	0059.jpg	Boulder	Texture_Boulder_Silct	20
59	0060.jpg	Silct	Texture_Boulder_Silct	20
60	0061.jpg	Texture	Texture_Boulder_Silct	21
61	0062.jpg	Boulder	Texture_Boulder_Silct	21
