	FileName	Category	Stim_Set	Object
0	0001.jpg	body	FOB_Wordloc	-1
1	0002.jpg	body	FOB_Wordloc	-1
2	0003.jpg	body	FOB_Wordloc	-1
3	0004.jpg	body	FOB_Wordloc	-1
4	0005.jpg	body	FOB_Wordloc	-1
5	0006.jpg	body	FOB_Wordloc	-1
6	0007.jpg	body	FOB_Wordloc	-1
7	0008.jpg	body	FOB_Wordloc	-1
8	0009.jpg	body	FOB_Wordloc	-1
9	0010.jpg	body	FOB_Wordloc	-1
10	0011.jpg	body	FOB_Wordloc	-1
11	0012.jpg	body	FOB_Wordloc	-1
12	0013.jpg	body	FOB_Wordloc	-1
13	0014.jpg	body	FOB_Wordloc	-1
14	0015.jpg	body	FOB_Wordloc	-1
15	0016.jpg	body	FOB_Wordloc	-1
16	0017.jpg	body	FOB_Wordloc	-1
17	0018.jpg	body	FOB_Wordloc	-1
18	0019.jpg	body	FOB_Wordloc	-1
19	0020.jpg	body	FOB_Wordloc	-1
20	0021.jpg	body	FOB_Wordloc	-1
21	0022.jpg	body	FOB_Wordloc	-1
22	0023.jpg	body	FOB_Wordloc	-1
23	0024.jpg	body	FOB_Wordloc	-1
24	0025.jpg	body	FOB_Wordloc	-1
25	0026.jpg	body	FOB_Wordloc	-1
26	0027.jpg	body	FOB_Wordloc	-1
27	0028.jpg	body	FOB_Wordloc	-1
28	0029.jpg	body	FOB_Wordloc	-1
29	0030.jpg	body	FOB_Wordloc	-1
30	0031.jpg	face	FOB_Wordloc	-1
31	0032.jpg	face	FOB_Wordloc	-1
32	0033.jpg	face	FOB_Wordloc	-1
33	0034.jpg	face	FOB_Wordloc	-1
34	0035.jpg	face	FOB_Wordloc	-1
35	0036.jpg	face	FOB_Wordloc	-1
36	0037.jpg	face	FOB_Wordloc	-1
37	0038.jpg	face	FOB_Wordloc	-1
38	0039.jpg	face	FOB_Wordloc	-1
39	0040.jpg	face	FOB_Wordloc	-1
40	0041.jpg	face	FOB_Wordloc	-1
41	0042.jpg	face	FOB_Wordloc	-1
42	0043.jpg	face	FOB_Wordloc	-1
43	0044.jpg	face	FOB_Wordloc	-1
44	0045.jpg	face	FOB_Wordloc	-1
45	0046.jpg	face	FOB_Wordloc	-1
46	0047.jpg	face	FOB_Wordloc	-1
47	0048.jpg	face	FOB_Wordloc	-1
48	0049.jpg	face	FOB_Wordloc	-1
49	0050.jpg	face	FOB_Wordloc	-1
50	0051.jpg	face	FOB_Wordloc	-1
51	0052.jpg	face	FOB_Wordloc	-1
52	0053.jpg	face	FOB_Wordloc	-1
53	0054.jpg	face	FOB_Wordloc	-1
54	0055.jpg	face	FOB_Wordloc	-1
55	0056.jpg	face	FOB_Wordloc	-1
56	0057.jpg	face	FOB_Wordloc	-1
57	0058.jpg	face	FOB_Wordloc	-1
58	0059.jpg	face	FOB_Wordloc	-1
59	0060.jpg	face	FOB_Wordloc	-1
60	0061.jpg	presuletter	FOB_Wordloc	-1
61	0062.jpg	presuletter	FOB_Wordloc	-1
62	0063.jpg	presuletter	FOB_Wordloc	-1
63	0064.jpg	presuletter	FOB_Wordloc	-1
64	0065.jpg	presuletter	FOB_Wordloc	-1
65	0066.jpg	presuletter	FOB_Wordloc	-1
66	0067.jpg	presuletter	FOB_Wordloc	-1
67	0068.jpg	presuletter	FOB_Wordloc	-1
68	0069.jpg	presuletter	FOB_Wordloc	-1
69	0070.jpg	presuletter	FOB_Wordloc	-1
70	0071.jpg	presuletter	FOB_Wordloc	-1
71	0072.jpg	presuletter	FOB_Wordloc	-1
72	0073.jpg	presuletter	FOB_Wordloc	-1
73	0074.jpg	presuletter	FOB_Wordloc	-1
74	0075.jpg	presuletter	FOB_Wordloc	-1
75	0076.jpg	presuletter	FOB_Wordloc	-1
76	0077.jpg	presuletter	FOB_Wordloc	-1
77	0078.jpg	presuletter	FOB_Wordloc	-1
78	0079.jpg	presuletter	FOB_Wordloc	-1
79	0080.jpg	presuletter	FOB_Wordloc	-1
80	0081.jpg	presuletter	FOB_Wordloc	-1
81	0082.jpg	presuletter	FOB_Wordloc	-1
82	0083.jpg	presuletter	FOB_Wordloc	-1
83	0084.jpg	presuletter	FOB_Wordloc	-1
84	0085.jpg	presuletter	FOB_Wordloc	-1
85	0086.jpg	presuletter	FOB_Wordloc	-1
86	0087.jpg	presuletter	FOB_Wordloc	-1
87	0088.jpg	presuletter	FOB_Wordloc	-1
88	0089.jpg	presuletter	FOB_Wordloc	-1
89	0090.jpg	presuletter	FOB_Wordloc	-1
90	0091.jpg	spiky	FOB_Wordloc	-1
91	0092.jpg	spiky	FOB_Wordloc	-1
92	0093.jpg	spiky	FOB_Wordloc	-1
93	0094.jpg	spiky	FOB_Wordloc	-1
94	0095.jpg	spiky	FOB_Wordloc	-1
95	0096.jpg	spiky	FOB_Wordloc	-1
96	0097.jpg	spiky	FOB_Wordloc	-1
97	0098.jpg	spiky	FOB_Wordloc	-1
98	0099.jpg	spiky	FOB_Wordloc	-1
99	0100.jpg	spiky	FOB_Wordloc	-1
100	0101.jpg	spiky	FOB_Wordloc	-1
101	0102.jpg	spiky	FOB_Wordloc	-1
102	0103.jpg	spiky	FOB_Wordloc	-1
103	0104.jpg	spiky	FOB_Wordloc	-1
104	0105.jpg	spiky	FOB_Wordloc	-1
105	0106.jpg	spiky	FOB_Wordloc	-1
106	0107.jpg	spiky	FOB_Wordloc	-1
107	0108.jpg	spiky	FOB_Wordloc	-1
108	0109.jpg	spiky	FOB_Wordloc	-1
109	0110.jpg	spiky	FOB_Wordloc	-1
110	0111.jpg	spiky	FOB_Wordloc	-1
111	0112.jpg	spiky	FOB_Wordloc	-1
112	0113.jpg	spiky	FOB_Wordloc	-1
113	0114.jpg	spiky	FOB_Wordloc	-1
114	0115.jpg	spiky	FOB_Wordloc	-1
115	0116.jpg	spiky	FOB_Wordloc	-1
116	0117.jpg	spiky	FOB_Wordloc	-1
117	0118.jpg	spiky	FOB_Wordloc	-1
118	0119.jpg	spiky	FOB_Wordloc	-1
119	0120.jpg	spiky	FOB_Wordloc	-1
120	0121.jpg	stubby	FOB_Wordloc	-1
121	0122.jpg	stubby	FOB_Wordloc	-1
122	0123.jpg	stubby	FOB_Wordloc	-1
123	0124.jpg	stubby	FOB_Wordloc	-1
124	0125.jpg	stubby	FOB_Wordloc	-1
125	0126.jpg	stubby	FOB_Wordloc	-1
126	0127.jpg	stubby	FOB_Wordloc	-1
127	0128.jpg	stubby	FOB_Wordloc	-1
128	0129.jpg	stubby	FOB_Wordloc	-1
129	0130.jpg	stubby	FOB_Wordloc	-1
130	0131.jpg	stubby	FOB_Wordloc	-1
131	0132.jpg	stubby	FOB_Wordloc	-1
132	0133.jpg	stubby	FOB_Wordloc	-1
133	0134.jpg	stubby	FOB_Wordloc	-1
134	0135.jpg	stubby	FOB_Wordloc	-1
135	0136.jpg	stubby	FOB_Wordloc	-1
136	0137.jpg	stubby	FOB_Wordloc	-1
137	0138.jpg	stubby	FOB_Wordloc	-1
138	0139.jpg	stubby	FOB_Wordloc	-1
139	0140.jpg	stubby	FOB_Wordloc	-1
140	0141.jpg	stubby	FOB_Wordloc	-1
141	0142.jpg	stubby	FOB_Wordloc	-1
142	0143.jpg	stubby	FOB_Wordloc	-1
143	0144.jpg	stubby	FOB_Wordloc	-1
144	0145.jpg	stubby	FOB_Wordloc	-1
145	0146.jpg	stubby	FOB_Wordloc	-1
146	0147.jpg	stubby	FOB_Wordloc	-1
147	0148.jpg	stubby	FOB_Wordloc	-1
148	0149.jpg	stubby	FOB_Wordloc	-1
149	0150.jpg	stubby	FOB_Wordloc	-1
150	0151.jpg	word	FOB_Wordloc	-1
151	0152.jpg	word	FOB_Wordloc	-1
152	0153.jpg	word	FOB_Wordloc	-1
153	0154.jpg	word	FOB_Wordloc	-1
154	0155.jpg	word	FOB_Wordloc	-1
155	0156.jpg	word	FOB_Wordloc	-1
156	0157.jpg	word	FOB_Wordloc	-1
157	0158.jpg	word	FOB_Wordloc	-1
158	0159.jpg	word	FOB_Wordloc	-1
159	0160.jpg	word	FOB_Wordloc	-1
160	0161.jpg	word	FOB_Wordloc	-1
161	0162.jpg	word	FOB_Wordloc	-1
162	0163.jpg	word	FOB_Wordloc	-1
163	0164.jpg	word	FOB_Wordloc	-1
164	0165.jpg	word	FOB_Wordloc	-1
165	0166.jpg	word	FOB_Wordloc	-1
166	0167.jpg	word	FOB_Wordloc	-1
167	0168.jpg	word	FOB_Wordloc	-1
168	0169.jpg	word	FOB_Wordloc	-1
169	0170.jpg	word	FOB_Wordloc	-1
170	0171.jpg	word	FOB_Wordloc	-1
171	0172.jpg	word	FOB_Wordloc	-1
172	0173.jpg	word	FOB_Wordloc	-1
173	0174.jpg	word	FOB_Wordloc	-1
174	0175.jpg	word	FOB_Wordloc	-1
175	0176.jpg	word	FOB_Wordloc	-1
176	0177.jpg	word	FOB_Wordloc	-1
177	0178.jpg	word	FOB_Wordloc	-1
178	0179.jpg	word	FOB_Wordloc	-1
179	0180.jpg	word	FOB_Wordloc	-1
180	10001.jpg	Doodle	Doodles	1
181	10002.jpg	Doodle	Doodles	2
182	10003.jpg	Doodle	Doodles	3
183	10004.jpg	Doodle	Doodles	4
184	10005.jpg	Doodle	Doodles	5
185	10006.jpg	Doodle	Doodles	6
186	10007.jpg	Doodle	Doodles	7
187	10008.jpg	Doodle	Doodles	8
188	10009.jpg	Doodle	Doodles	9
